HPitb1ch01-0001	capitolo	CAPITOLO
HPitb1ch01-0987	palpebra	Hagrid era scosso dai singhiozzi, la professoressa McGonagall non faceva che battere le palpebre, e lo scintillio che normalmente emanava dagli occhi di Silente sembrava svanito.
HPitb1ch01-0988	scintillio	Hagrid era scosso dai singhiozzi, la professoressa McGonagall non faceva che battere le palpebre, e lo scintillio che normalmente emanava dagli occhi di Silente sembrava svanito.
HPitb1ch01-0989	emanare	Hagrid era scosso dai singhiozzi, la professoressa McGonagall non faceva che battere le palpebre, e lo scintillio che normalmente emanava dagli occhi di Silente sembrava svanito.
HPitb1ch01-0990	svanire	Hagrid era scosso dai singhiozzi, la professoressa McGonagall non faceva che battere le palpebre, e lo scintillio che normalmente emanava dagli occhi di Silente sembrava svanito.
HPitb1ch01-0991	ecco	«Be’» disse infine Silente, «ecco fatto.
HPitb1ch01-0992	restare	Non c’è più ragione di restare qui.
HPitb1ch01-0993	valere	Tanto vale che andiamo a prender parte ai festeggiamenti».
HPitb1ch01-0994	festeggiamenti	Tanto vale che andiamo a prender parte ai festeggiamenti».
HPitb1ch01-0995	soffocato	«Già» disse Hagrid con voce soffocata, «allora io porto via la moto.
HPitb1ch01-0996	inondare	Asciugandosi gli occhi inondati di lacrime con la manica della giacca, Hagrid si rimise a cavalcioni della motocicletta e accese il motore;
HPitb1ch01-0997	manica	Asciugandosi gli occhi inondati di lacrime con la manica della giacca, Hagrid si rimise a cavalcioni della motocicletta e accese il motore;
HPitb1ch01-0998	giacca	Asciugandosi gli occhi inondati di lacrime con la manica della giacca, Hagrid si rimise a cavalcioni della motocicletta e accese il motore;
HPitb1ch01-0999	rimettere	Asciugandosi gli occhi inondati di lacrime con la manica della giacca, Hagrid si rimise a cavalcioni della motocicletta e accese il motore;
HPitb1ch01-1000	cavalcioni	Asciugandosi gli occhi inondati di lacrime con la manica della giacca, Hagrid si rimise a cavalcioni della motocicletta e accese il motore;
HPitb1ch01-1001	accendere	Asciugandosi gli occhi inondati di lacrime con la manica della giacca, Hagrid si rimise a cavalcioni della motocicletta e accese il motore;
HPitb1ch01-1002	motore	Asciugandosi gli occhi inondati di lacrime con la manica della giacca, Hagrid si rimise a cavalcioni della motocicletta e accese il motore;
HPitb1ch01-1003	sparire	si sollevò in aria con un rombo e sparì nella notte.
HPitb1ch01-1004	rivedersi	«Penso che ci rivedremo presto, professoressa McGonagall» disse Silente facendole un cenno col capo.
HPitb1ch01-1005	presto	«Penso che ci rivedremo presto, professoressa McGonagall» disse Silente facendole un cenno col capo.
HPitb1ch01-1006	cenno	«Penso che ci rivedremo presto, professoressa McGonagall» disse Silente facendole un cenno col capo.
HPitb1ch01-1007	capo	«Penso che ci rivedremo presto, professoressa McGonagall» disse Silente facendole un cenno col capo.
HPitb1ch01-1008	risposta	Per tutta risposta, lei si soffiò il naso.
HPitb1ch01-1009	soffiare	Per tutta risposta, lei si soffiò il naso.
HPitb1ch01-1010	sfera	Uno scatto, e dodici sfere luminose si riaccesero di colpo nei lampioni, illuminando Privet Drive di un bagliore aranciato.
HPitb1ch01-1011	riaccendersi	Uno scatto, e dodici sfere luminose si riaccesero di colpo nei lampioni, illuminando Privet Drive di un bagliore aranciato.
HPitb1ch01-1012	bagliore	Uno scatto, e dodici sfere luminose si riaccesero di colpo nei lampioni, illuminando Privet Drive di un bagliore aranciato.
HPitb1ch01-1013	aranciato	Uno scatto, e dodici sfere luminose si riaccesero di colpo nei lampioni, illuminando Privet Drive di un bagliore aranciato.
HPitb1ch01-1014	chiarore	In quel chiarore vide un gatto soriano che se la svignava dietro l’angolo all’altro capo della strada.
HPitb1ch01-1015	svignarsela	In quel chiarore vide un gatto soriano che se la svignava dietro l’angolo all’altro capo della strada.
HPitb1ch01-1016	mucchio	Da quella distanza scorgeva appena il mucchietto di coperte sul gradino del numero 4.
HPitb1ch01-1017	fortuna	«Buona fortuna, Harry» mormorò.
HPitb1ch01-1018	fruscio	Poi girò sui tacchi e, con un fruscio del mantello, sparì.
HPitb1ch01-1019	lieve	Una lieve brezza scompigliava le siepi ben potate di Privet Drive, che riposava, ordinata e silenziosa, sotto il cielo nero come l’inchiostro.
HPitb1ch01-1020	brezza	Una lieve brezza scompigliava le siepi ben potate di Privet Drive, che riposava, ordinata e silenziosa, sotto il cielo nero come l’inchiostro.
HPitb1ch01-1021	scompigliare	Una lieve brezza scompigliava le siepi ben potate di Privet Drive, che riposava, ordinata e silenziosa, sotto il cielo nero come l’inchiostro.
HPitb1ch01-1022	potare	Una lieve brezza scompigliava le siepi ben potate di Privet Drive, che riposava, ordinata e silenziosa, sotto il cielo nero come l’inchiostro.
HPitb1ch01-1023	riposare	Una lieve brezza scompigliava le siepi ben potate di Privet Drive, che riposava, ordinata e silenziosa, sotto il cielo nero come l’inchiostro.
HPitb1ch01-1024	ordinato	Una lieve brezza scompigliava le siepi ben potate di Privet Drive, che riposava, ordinata e silenziosa, sotto il cielo nero come l’inchiostro.
HPitb1ch01-1025	silenzioso	Una lieve brezza scompigliava le siepi ben potate di Privet Drive, che riposava, ordinata e silenziosa, sotto il cielo nero come l’inchiostro.
HPitb1ch01-1026	inchiostro	Una lieve brezza scompigliava le siepi ben potate di Privet Drive, che riposava, ordinata e silenziosa, sotto il cielo nero come l’inchiostro.
HPitb1ch01-1027	stupefacente	L’ultimo posto dove ci si sarebbe aspettati di veder accadere cose stupefacenti.
HPitb1ch01-1028	girarsi	Sotto le sue coperte, Harry Potter si girò dall’altra parte senza svegliarsi.
HPitb1ch01-1029	richiudersi	Una manina si richiuse sulla lettera che aveva accanto e lui continuò a dormire, senza sapere che era speciale, senza sapere che era famoso, senza sapere che di lì a qualche ora sarebbe stato svegliato dall’urlo della signora Dursley che apriva la porta di casa per mettere fuori le bottiglie del latte, né che le settimane successive le avrebbe trascorse a farsi riempire di spintoni e pizzicotti dal cugino Dudley... Non poteva sapere che, in quello stesso istante, da un capo all’altro del Paese, c’erano persone che si riunivano in segreto e levavano i calici per brindare «a Harry Potter, il bambino che è sopravvissuto».
HPitb1ch01-1030	speciale	Una manina si richiuse sulla lettera che aveva accanto e lui continuò a dormire, senza sapere che era speciale, senza sapere che era famoso, senza sapere che di lì a qualche ora sarebbe stato svegliato dall’urlo della signora Dursley che apriva la porta di casa per mettere fuori le bottiglie del latte, né che le settimane successive le avrebbe trascorse a farsi riempire di spintoni e pizzicotti dal cugino Dudley... Non poteva sapere che, in quello stesso istante, da un capo all’altro del Paese, c’erano persone che si riunivano in segreto e levavano i calici per brindare «a Harry Potter, il bambino che è sopravvissuto».
HPitb1ch01-1031	bottiglia	Una manina si richiuse sulla lettera che aveva accanto e lui continuò a dormire, senza sapere che era speciale, senza sapere che era famoso, senza sapere che di lì a qualche ora sarebbe stato svegliato dall’urlo della signora Dursley che apriva la porta di casa per mettere fuori le bottiglie del latte, né che le settimane successive le avrebbe trascorse a farsi riempire di spintoni e pizzicotti dal cugino Dudley... Non poteva sapere che, in quello stesso istante, da un capo all’altro del Paese, c’erano persone che si riunivano in segreto e levavano i calici per brindare «a Harry Potter, il bambino che è sopravvissuto».
HPitb1ch01-1032	latte	Una manina si richiuse sulla lettera che aveva accanto e lui continuò a dormire, senza sapere che era speciale, senza sapere che era famoso, senza sapere che di lì a qualche ora sarebbe stato svegliato dall’urlo della signora Dursley che apriva la porta di casa per mettere fuori le bottiglie del latte, né che le settimane successive le avrebbe trascorse a farsi riempire di spintoni e pizzicotti dal cugino Dudley... Non poteva sapere che, in quello stesso istante, da un capo all’altro del Paese, c’erano persone che si riunivano in segreto e levavano i calici per brindare «a Harry Potter, il bambino che è sopravvissuto».
HPitb1ch01-1033	successivo	Una manina si richiuse sulla lettera che aveva accanto e lui continuò a dormire, senza sapere che era speciale, senza sapere che era famoso, senza sapere che di lì a qualche ora sarebbe stato svegliato dall’urlo della signora Dursley che apriva la porta di casa per mettere fuori le bottiglie del latte, né che le settimane successive le avrebbe trascorse a farsi riempire di spintoni e pizzicotti dal cugino Dudley... Non poteva sapere che, in quello stesso istante, da un capo all’altro del Paese, c’erano persone che si riunivano in segreto e levavano i calici per brindare «a Harry Potter, il bambino che è sopravvissuto».
HPitb1ch01-1034	trascorrere	Una manina si richiuse sulla lettera che aveva accanto e lui continuò a dormire, senza sapere che era speciale, senza sapere che era famoso, senza sapere che di lì a qualche ora sarebbe stato svegliato dall’urlo della signora Dursley che apriva la porta di casa per mettere fuori le bottiglie del latte, né che le settimane successive le avrebbe trascorse a farsi riempire di spintoni e pizzicotti dal cugino Dudley... Non poteva sapere che, in quello stesso istante, da un capo all’altro del Paese, c’erano persone che si riunivano in segreto e levavano i calici per brindare «a Harry Potter, il bambino che è sopravvissuto».
HPitb1ch01-1035	riempire	Una manina si richiuse sulla lettera che aveva accanto e lui continuò a dormire, senza sapere che era speciale, senza sapere che era famoso, senza sapere che di lì a qualche ora sarebbe stato svegliato dall’urlo della signora Dursley che apriva la porta di casa per mettere fuori le bottiglie del latte, né che le settimane successive le avrebbe trascorse a farsi riempire di spintoni e pizzicotti dal cugino Dudley... Non poteva sapere che, in quello stesso istante, da un capo all’altro del Paese, c’erano persone che si riunivano in segreto e levavano i calici per brindare «a Harry Potter, il bambino che è sopravvissuto».
HPitb1ch01-1036	spintone	Una manina si richiuse sulla lettera che aveva accanto e lui continuò a dormire, senza sapere che era speciale, senza sapere che era famoso, senza sapere che di lì a qualche ora sarebbe stato svegliato dall’urlo della signora Dursley che apriva la porta di casa per mettere fuori le bottiglie del latte, né che le settimane successive le avrebbe trascorse a farsi riempire di spintoni e pizzicotti dal cugino Dudley... Non poteva sapere che, in quello stesso istante, da un capo all’altro del Paese, c’erano persone che si riunivano in segreto e levavano i calici per brindare «a Harry Potter, il bambino che è sopravvissuto».
HPitb1ch01-1037	pizzicotto	Una manina si richiuse sulla lettera che aveva accanto e lui continuò a dormire, senza sapere che era speciale, senza sapere che era famoso, senza sapere che di lì a qualche ora sarebbe stato svegliato dall’urlo della signora Dursley che apriva la porta di casa per mettere fuori le bottiglie del latte, né che le settimane successive le avrebbe trascorse a farsi riempire di spintoni e pizzicotti dal cugino Dudley... Non poteva sapere che, in quello stesso istante, da un capo all’altro del Paese, c’erano persone che si riunivano in segreto e levavano i calici per brindare «a Harry Potter, il bambino che è sopravvissuto».
HPitb1ch01-1038	cugino	Una manina si richiuse sulla lettera che aveva accanto e lui continuò a dormire, senza sapere che era speciale, senza sapere che era famoso, senza sapere che di lì a qualche ora sarebbe stato svegliato dall’urlo della signora Dursley che apriva la porta di casa per mettere fuori le bottiglie del latte, né che le settimane successive le avrebbe trascorse a farsi riempire di spintoni e pizzicotti dal cugino Dudley... Non poteva sapere che, in quello stesso istante, da un capo all’altro del Paese, c’erano persone che si riunivano in segreto e levavano i calici per brindare «a Harry Potter, il bambino che è sopravvissuto».
HPitb1ch01-1039	istante	Una manina si richiuse sulla lettera che aveva accanto e lui continuò a dormire, senza sapere che era speciale, senza sapere che era famoso, senza sapere che di lì a qualche ora sarebbe stato svegliato dall’urlo della signora Dursley che apriva la porta di casa per mettere fuori le bottiglie del latte, né che le settimane successive le avrebbe trascorse a farsi riempire di spintoni e pizzicotti dal cugino Dudley... Non poteva sapere che, in quello stesso istante, da un capo all’altro del Paese, c’erano persone che si riunivano in segreto e levavano i calici per brindare «a Harry Potter, il bambino che è sopravvissuto».
HPitb1ch01-1040	riunirsi	Una manina si richiuse sulla lettera che aveva accanto e lui continuò a dormire, senza sapere che era speciale, senza sapere che era famoso, senza sapere che di lì a qualche ora sarebbe stato svegliato dall’urlo della signora Dursley che apriva la porta di casa per mettere fuori le bottiglie del latte, né che le settimane successive le avrebbe trascorse a farsi riempire di spintoni e pizzicotti dal cugino Dudley... Non poteva sapere che, in quello stesso istante, da un capo all’altro del Paese, c’erano persone che si riunivano in segreto e levavano i calici per brindare «a Harry Potter, il bambino che è sopravvissuto».
HPitb1ch01-1041	calice	Una manina si richiuse sulla lettera che aveva accanto e lui continuò a dormire, senza sapere che era speciale, senza sapere che era famoso, senza sapere che di lì a qualche ora sarebbe stato svegliato dall’urlo della signora Dursley che apriva la porta di casa per mettere fuori le bottiglie del latte, né che le settimane successive le avrebbe trascorse a farsi riempire di spintoni e pizzicotti dal cugino Dudley... Non poteva sapere che, in quello stesso istante, da un capo all’altro del Paese, c’erano persone che si riunivano in segreto e levavano i calici per brindare «a Harry Potter, il bambino che è sopravvissuto».
HPitb1ch01-1042	brindare	Una manina si richiuse sulla lettera che aveva accanto e lui continuò a dormire, senza sapere che era speciale, senza sapere che era famoso, senza sapere che di lì a qualche ora sarebbe stato svegliato dall’urlo della signora Dursley che apriva la porta di casa per mettere fuori le bottiglie del latte, né che le settimane successive le avrebbe trascorse a farsi riempire di spintoni e pizzicotti dal cugino Dudley... Non poteva sapere che, in quello stesso istante, da un capo all’altro del Paese, c’erano persone che si riunivano in segreto e levavano i calici per brindare «a Harry Potter, il bambino che è sopravvissuto».
